cdrRecordType,globalCallID_callManagerId,globalCallID_callId,origLegCallIdentifier,dateTimeOrigination,origNodeId,origSpan,origIpAddr,callingPartyNumber,callingPartyUnicodeLoginUserID,origCause_location,origCause_value,origPrecedenceLevel,origMediaTransportAddress_IP,origMediaTransportAddress_Port,origMediaCap_payloadCapability,origMediaCap_maxFramesPerPacket,origMediaCap_g723BitRate,origVideoCap_Codec,origVideoCap_Bandwidth,origVideoCap_Resolution,origVideoTransportAddress_IP,origVideoTransportAddress_Port,origRSVPAudioStat,origRSVPVideoStat,destLegIdentifier,destNodeId,destSpan,destIpAddr,originalCalledPartyNumber,finalCalledPartyNumber,finalCalledPartyUnicodeLoginUserID,destCause_location,destCause_value,destPrecedenceLevel,destMediaTransportAddress_IP,destMediaTransportAddress_Port,destMediaCap_payloadCapability,destMediaCap_maxFramesPerPacket,destMediaCap_g723BitRate,destVideoCap_Codec,destVideoCap_Bandwidth,destVideoCap_Resolution,destVideoTransportAddress_IP,destVideoTransportAddress_Port,destRSVPAudioStat,destRSVPVideoStat,dateTimeConnect,dateTimeDisconnect,lastRedirectDn,pkid,originalCalledPartyNumberPartition,callingPartyNumberPartition,finalCalledPartyNumberPartition,lastRedirectDnPartition,duration,origDeviceName,destDeviceName,origCallTerminationOnBehalfOf,destCallTerminationOnBehalfOf,origCalledPartyRedirectOnBehalfOf,lastRedirectRedirectOnBehalfOf,origCalledPartyRedirectReason,lastRedirectRedirectReason,destConversationId,globalCallId_ClusterID,joinOnBehalfOf,comment,authCodeDescription,authorizationLevel,clientMatterCode,origDTMFMethod,destDTMFMethod,callSecuredStatus,origConversationId,origMediaCap_Bandwidth,destMediaCap_Bandwidth,authorizationCodeValue,outpulsedCallingPartyNumber,outpulsedCalledPartyNumber,origIpv4v6Addr,destIpv4v6Addr,origVideoCap_Codec_Channel2,origVideoCap_Bandwidth_Channel2,origVideoCap_Resolution_Channel2,origVideoTransportAddress_IP_Channel2,origVideoTransportAddress_Port_Channel2,origVideoChannel_Role_Channel2,destVideoCap_Codec_Channel2,destVideoCap_Bandwidth_Channel2,destVideoCap_Resolution_Channel2,destVideoTransportAddress_IP_Channel2,destVideoTransportAddress_Port_Channel2,destVideoChannel_Role_Channel2,incomingProtocolID,incomingProtocolCallRef,outgoingProtocolID,outgoingProtocolCallRef,currentRoutingReason,origRoutingReason,lastRedirectingRoutingReason,huntPilotDN,huntPilotPartition,calledPartyPatternUsage,outpulsedOriginalCalledPartyNumber,outpulsedLastRedirectingNumber,wasCallQueued,totalWaitTimeInQueue,callingPartyNumber_uri,originalCalledPartyNumber_uri,finalCalledPartyNumber_uri,lastRedirectDn_uri,mobileCallingPartyNumber,finalMobileCalledPartyNumber,origMobileDeviceName,destMobileDeviceName,origMobileCallDuration,destMobileCallDuration,mobileCallType,originalCalledPartyPattern,finalCalledPartyPattern,lastRedirectingPartyPattern,huntPilotPattern
1,1,22012,22670603,1456899628,1,0,436316352,51002,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,22670607,0,0,0,42000,911,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1456899629,42000,e8b5552c-ee76-4a99-a914-c054e799f963,PT_ARC,PT_ARC,,PT_ARC,0,SEP989096A5057F,,5,0,5,5,1,1,0,StandAloneCluster,5,,,0,,3,0,0,0,0,0,,,,192.168.1.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,42000,,42000,
1,1,22013,22670611,1456899652,1,0,436316352,51002,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22670612,0,0,0,42000,42000,,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1456899653,42000,4f77de1e-7214-4b53-ba41-450d9030594c,PT_ARC,PT_ARC,PT_ARC,PT_ARC,0,SEP989096A5057F,,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,3,0,0,0,0,0,,,,192.168.1.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,7,,,0,0,,,,,,,,,0,0,0,42000,42000,42000,
1,1,22014,22670615,1456899660,1,0,1812048064,6506042101,cchristen,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22670616,0,0,0,42000,42000,,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1456899660,42000,53ff1448-c13b-423d-9c45-8c93dee00447,PT_ARC,PT_ARC,PT_ARC,PT_ARC,0,SEP0019AAAA3D55,,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,3,0,0,0,0,0,,,,192.168.1.108,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,7,,,0,0,,,,,,,,,0,0,0,42000,42000,42000,
1,1,22016,22670624,1456899854,1,0,436316352,51002,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22670625,0,0,0,42000,42000,,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1456899854,42000,d88faf33-63f0-44fb-898e-59d21264603b,PT_ARC,PT_ARC,PT_ARC,PT_ARC,0,SEP989096A5057F,,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,3,0,0,0,0,0,,,,192.168.1.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,7,,,0,0,,,,,,,,,0,0,0,42000,42000,42000,
1,1,22017,22670628,1456900015,1,0,1812048064,6506042101,cchristen,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,22670629,0,0,0,42000,42000,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1456900015,42000,6ad64062-b8f1-419a-b9c7-3052c3c34cc5,PT_ARC,PT_ARC,PT_ARC,PT_ARC,0,SEP0019AAAA3D55,,0,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,0,0,0,0,0,,,,192.168.1.108,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,7,,,0,0,,,,,,,,,0,0,0,42000,42000,42000,
1,1,22018,22670633,1456900042,1,0,436316352,51002,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,22670635,0,0,0,42000,911,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1456900042,42000,2d9f4067-4ef3-4d23-8964-8485f841eb64,PT_ARC,PT_ARC,,PT_ARC,0,SEP989096A5057F,,13,0,0,0,818,818,0,StandAloneCluster,0,,,0,,3,0,0,0,0,0,,,,192.168.1.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,42000,,42000,
1,1,22019,22670639,1456900048,1,0,1812048064,6506042101,cchristen,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,22670641,0,0,0,42000,911,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1456900049,42000,c80901ac-52dd-43b3-8e2f-1c0ea4d84d21,PT_ARC,PT_ARC,,PT_ARC,0,SEP0019AAAA3D55,,13,0,0,0,818,818,0,StandAloneCluster,0,,,0,,3,0,0,0,0,0,,,,192.168.1.108,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,42000,,42000,
1,1,22024,22670668,1456900711,1,0,1812048064,6506042101,cchristen,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,22670670,0,0,0,42000,911,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1456900711,42000,73c7e1d8-5d48-46d5-bc24-371cd757d246,PT_ARC,PT_ARC,,PT_ARC,0,SEP0019AAAA3D55,,13,0,0,0,818,818,0,StandAloneCluster,0,,,0,,3,0,0,0,0,0,,,,192.168.1.108,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,42000,,42000,
1,1,23001,23979621,1457280101,1,1,369207488,+14085151111,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23979622,0,0,0,42101,42101,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457280101,42101,01dd6ea8-9afe-43ae-b53a-ee007a6e93a1,,,,,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,,13,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,0,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,0080-4085151111-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,,,,
1,1,23002,23979623,1457280212,1,1,369207488,911,,2,16,4,0,0,0,0,0,0,0,0,0,0,0,0,23979624,1,0,1778493632,42101,42101,cchristen,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457280219,42101,375eab0b-be8f-4b08-9bf9-f0c4ff9ebfa1,PT_ARC,,PT_ARC,PT_ARC,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,SEP0019AAAA3D55,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,0081-911-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,42101,42101,42101,
1,1,23003,23979625,1457280226,1,1,369207488,+14085151111,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23979626,0,0,0,42101,42101,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457280226,42101,0aa4e5d1-1f6d-4234-96f3-45df5bd133cf,,,,,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,,13,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,0,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,0082-4085151111-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,,,,
1,1,23004,23979627,1457280234,1,1,369207488,+19725252222,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23979628,0,0,0,42101,42101,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457280234,42101,508b1625-2608-4c15-a5b2-bada2dd17ab5,,,,,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,,13,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,0,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,0083-9725252222-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,,,,
1,1,23005,23979629,1457283174,1,1,369207488,+14085151111,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23979630,0,0,0,42101,42101,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457283174,42101,b9ee8e40-aec8-4133-a873-215979f90eee,,,,,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,,13,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,0,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,0084-4085151111-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,,,,
1,1,23006,23979631,1457287350,1,1,369207488,+14085151111,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23979632,0,0,0,42101,42101,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457287350,42101,e6c6b24e-7add-45f9-9575-84a89aec0b93,,,,,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,,13,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,0,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,0085-4085151111-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,,,,
1,1,23007,23979633,1457287411,1,1,369207488,+14085151111,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23979634,0,0,0,42101,42101,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457287411,42101,ad19ca24-ee24-4bab-830a-323f6c70bc97,,,,,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,,13,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,0,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,0086-4085151111-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,,,,
1,1,23008,23979635,1457287428,1,1,369207488,911,,2,16,4,0,0,0,0,0,0,0,0,0,0,0,0,23979636,1,0,1778493632,42101,42101,cchristen,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457287441,42101,521db3ed-b6b5-45d9-9c9d-d5661f2b42f7,PT_ARC,,PT_ARC,PT_ARC,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,SEP0019AAAA3D55,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,0087-911-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,42101,42101,42101,
1,1,23009,23979637,1457287489,1,1,369207488,911,,2,16,4,0,0,0,0,0,0,0,0,0,0,0,0,23979638,1,0,1778493632,42101,42101,cchristen,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457287490,42101,8123afa5-21d0-43eb-9df5-d47edac5e6ee,PT_ARC,,PT_ARC,PT_ARC,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,SEP0019AAAA3D55,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,0088-911-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,42101,42101,42101,
1,1,23010,23979639,1457287496,1,1,369207488,+14085151111,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23979640,0,0,0,42101,42101,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457287496,42101,45359319-f727-45d6-a12d-2f7bcc446192,,,,,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,,13,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,0,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,0089-4085151111-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,,,,
1,1,23011,23979641,1457287562,1,1,369207488,911,,2,16,4,0,0,0,0,0,0,0,0,0,0,0,0,23979642,1,0,1778493632,42101,42101,cchristen,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457287567,42101,81d7fe4d-94a6-4345-ba56-0226399683cd,PT_ARC,,PT_ARC,PT_ARC,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,SEP0019AAAA3D55,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,008A-911-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,42101,42101,42101,
1,1,23012,23979643,1457287597,1,1,369207488,+14085151111,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23979644,0,0,0,42101,42101,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457287597,42101,84efa7af-d3a1-4e34-898a-a12cd6a971c2,,,,,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,,13,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,0,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,008B-4085151111-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,,,,
1,1,23013,23979645,1457287608,1,1,369207488,911,,2,16,4,0,0,0,0,0,0,0,0,0,0,0,0,23979646,1,0,1778493632,42101,42101,cchristen,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457287617,42101,64d6ede8-1ecf-487d-9e00-286ea01b2575,PT_ARC,,PT_ARC,PT_ARC,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,SEP0019AAAA3D55,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,3,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,008C-911-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,42101,42101,42101,
1,1,23014,23979647,1457287795,1,1,369207488,911,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23979648,0,0,0,6506042101,6506042101,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457287795,6506042101,738dd663-2efc-4314-8f96-1d36cae74310,,,,,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,,13,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,0,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,008D-911-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,,,,
1,1,23015,23979649,1457287807,1,1,369207488,+14085151111,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23979650,0,0,0,6506042101,6506042101,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457287807,6506042101,93aba39f-8a9d-4a2b-8884-84ccc58c5e62,,,,,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,,13,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,0,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,008E-4085151111-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,,,,
1,1,23016,23979651,1457287841,1,1,369207488,911,,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,23979652,0,0,0,6506042101,6506042101,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1457287841,6506042101,b0d2434d-06d6-47b1-a488-c57af4de77b2,,,,,0,S0/SU2/DS1-0@HQRTR.cciecarl.local,,13,0,0,0,0,0,0,StandAloneCluster,0,,,0,,1,0,0,0,0,0,,,,192.168.1.22,,0,0,0,0,0,0,0,0,0,0,0,0,4,008F-911-6506042101,0,,0,0,0,,,2,,,0,0,,,,,,,,,0,0,0,,,,
